id,name,stars,stars_raw,scale,year,quarter,price,rooms,ppr,ppr_src,rent,rent_room,yield,deal,comune,sigla,provincia,regione,lat,lon,geo_conf,geo_src,url_place,doc,note,maps
0,Boscolo Aleph Hotel,4,4,Upper Upscale,2014,,40500000.0,95,426316,426000,,,,Sale,Roma,RM,Roma,Lazio,41.905461,12.48979,high,Google place pin (multiple pins in URL),"Aleph Rome Hotel, Curio Collection by Hilton",,,"https://www.google.com/maps/place/41%C2%B054'19.7%22N+12%C2%B029'23.2%22E/@41.905461,12.488693,18z/data=!3m1!4b1!4m17!1m10!3m9!1s0x132587e3322b2161:0xb52ec9bf84a9627d!2sAleph+Rome+Hotel,+Curio+Collection+by+Hilton!5m3!1s2020-05-22!4m1!1i2!8m2!3d41.9053137!4d12.4900421!3m5!1s0x0:0x0!7e2!8m2!3d41.9054614!4d12.48979"
1,Grand Milan,4,4,Upper Upscale,2017,,19100000.0,248,77016,77000,1400000.0,6000.0,0.07329842931937172,Portfolio,Saronno,VA,Varese,Lombardia,45.622634,9.028381,high,Google place pin,Starhotels Grand Milan,Atto,,"https://www.google.com/maps/place/Starhotels+Grand+Milan/@45.6226343,9.0261923,17z/data=!3m1!4b1!4m9!3m8!1s0x4786915f92ddeb79:0x19ec110e7c463e97!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.6226343!4d9.028381"
2,Hotel Le Capannelle,4,4,,2018,,28000000.0,250,112000,112000,,,,Sale,Roma,RM,Roma,Lazio,41.835297,12.555139,high,Google place pin,Hotel Capannelle,,,"https://www.google.com/maps/place/Hotel+Capannelle/@41.8358739,12.5492454,14.96z/data=!4m9!3m8!1s0x132589bdb334e5b7:0xe55a4ee270916342!5m3!1s2020-05-22!4m1!1i2!8m2!3d41.8352966!4d12.5551395"
3,Hotel Midas,4,4,,2019,Q1,32000000.0,342,93567,94000,,,,Sale,Roma,RM,Roma,Lazio,41.888281,12.402553,high,Google place pin,Hotel Midas Roma,internal file,,"https://www.google.com/maps/place/Hotel+Midas+Roma/@41.8882848,12.4003644,17z/data=!3m1!4b1!4m9!3m8!1s0x132f5f9aba5f8347:0xb1c5444f103218ef!5m3!1s2020-05-22!4m1!1i2!8m2!3d41.8882808!4d12.4025531"
4,Terme di Saturnia Spa and Golf Resort,5,5,,2017,,40331223.0,140,288080,288000,,,,Sale,Manciano,GR,Grosseto,Toscana,42.658641,11.516804,high,Google place pin,Terme di Saturnia SPA & Golf Resort,,,"https://www.google.com/maps/place/Terme+di+Saturnia+SPA+%26+Golf+Resort/@42.6574218,11.5131368,15.75z/data=!4m9!3m8!1s0x1328fd541cb72481:0x6c0c6b00a8659e72!5m3!1s2020-05-22!4m1!1i2!8m2!3d42.6586414!4d11.5168044"
5,Costa Paradiso Resort Soglia Village,,,,2018,,9200000.0,138,66667,67000,,,,Sale,Trinità d'Agultu e Vignola,SS,Sassari,Sardegna,41.056665,8.953658,high,Google place pin,Costa Paradiso Resort,,,"https://www.google.com/maps/place/Costa+Paradiso+Resort/@41.0566687,8.9514698,17z/data=!3m1!4b1!4m9!3m8!1s0x12dbf1a6f2133509:0xf10f51de4a402659!5m3!1s2020-05-22!4m1!1i2!8m2!3d41.0566647!4d8.9536585"
6,Hotel Club Esse Roccaruja,4,4,,2017,,14666666.0,135,108642,109000,,,,Sale,Stintino,SS,Sassari,Sardegna,40.961681,8.210986,high,Google place pin,Club Esse Roccaruja,,,"https://www.google.com/maps/place/Club+Esse+Roccaruja/@40.9616846,8.2087974,17z/data=!3m1!4b1!4m9!3m8!1s0x12dc9c244d7ceec9:0xa86feca186ad8b53!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.9616806!4d8.2109861"
7,Calaserena Village,4,4,,2017,,27000000.0,369,73171,73000,1994086.0,5000.0,0.07385503703703704,Sale,Maracalagonis,CA,Cagliari,Sardegna,39.168592,9.384689,high,Google place pin,Calaserena Village - Villaggio Turistico Bluserena,Atto,,"https://www.google.com/maps/place/Calaserena+Village+-+Villaggio+Turistico+Bluserena/@39.1685962,9.3824999,17z/data=!3m1!4b1!4m9!3m8!1s0x12e0c5936fbe7fab:0xb1dbe95eb4975f41!5m3!1s2020-05-22!4m1!1i2!8m2!3d39.1685921!4d9.3846886"
8,Pollina Resort,4,4,,2016,,9000000.0,340,26471,26000,,,,Sale,Pollina,PA,Palermo,Sicilia,38.024948,14.148472,high,Google place pin,Pollina Resort,,,"https://www.google.com/maps/place/Pollina+Resort/@38.0249522,14.1462833,17z/data=!3m1!4b1!4m9!3m8!1s0x13172460699a9775:0x771e3fca181b3da3!5m3!1s2020-05-22!4m1!1i2!8m2!3d38.024948!4d14.148472"
9,VOI Arenella Resort,4,4,,2016,,22000000.0,460,47826,48000,,,,Sale,Siracusa,SR,Siracusa,Sicilia,36.987749,15.250659,high,Google place pin,VOI Arenella Resort,,,"https://www.google.com/maps/place/VOI+Arenella+Resort/@36.9877537,15.2484701,17z/data=!3m1!4b1!4m9!3m8!1s0x1313cd3324e01635:0xbdd07d68736d0c8c!5m3!1s2020-05-22!4m1!1i2!8m2!3d36.9877494!4d15.2506588"
10,UNA Hotel Malpensa,4,4,Upscale,2019,,34311017.0,160,214444,214000,,,,Sale,Cerro Maggiore,MI,Milano,Lombardia,45.601191,8.94605,high,Google place pin,UNAHOTELS Malpensa,,,"https://www.google.com/maps/place/UNAHOTELS+Malpensa/@45.5999886,8.9426259,14.5z/data=!4m9!3m8!1s0x0:0x5663e1ec2f680fd8!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.6011907!4d8.9460498"
11,Hotel Astoria,4,4,,2019,,6850000.0,225,30444,30000,,,,Sale,Sanremo,IM,Imperia,Liguria,43.81163,7.762388,high,Google place pin,Ex Hotel Astoria,Atto,,"https://www.google.com/maps/place/Ex+Hotel+Astoria/@43.8165812,7.7520948,13z/data=!4m17!1m7!2m6!1shotel+astoria+sanremo!5m4!5m3!1s2020-05-22!4m1!1i2!3m8!1s0x0:0xf0c5dab71d886826!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.8116299!4d7.762388"
12,Hotel Miramare,4,4,,2017,,3929150.0,56,70163,70000,,,,Portfolio,Sanremo,IM,Imperia,Liguria,43.810859,7.763466,high,Google place pin,Miramare The Palace,,,"https://www.google.com/maps/place/Miramare+The+Palace/@43.810863,7.7612777,17z/data=!3m1!4b1!4m9!3m8!1s0x12cdf5145654a067:0xa286180a4b99e8e6!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.8108591!4d7.7634664"
13,Hotel Maristella,2,2,,2017,,1894412.0,27,70163,70000,,,,Portfolio,Sanremo,IM,Imperia,Liguria,43.810505,7.763414,high,Google place pin,Miramare Luxury Dependance,,,"https://www.google.com/maps/place/Miramare+Luxury+Dependance/@43.8105094,7.7612258,17z/data=!3m1!4b1!4m9!3m8!1s0x12cdf56aee71e5bb:0x562ce90a898965da!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.8105055!4d7.7634145"
14,Hotel Il Giardino,2,2,,2019,,900000.0,19,47368,47000,,,,Sale,Albenga,SV,Savona,Liguria,44.046894,8.220378,high,Google place pin,Hotel Giardino,Atto,,"https://www.google.com/maps/place/Hotel+Giardino/@44.0468979,8.2181892,17z/data=!3m1!4b1!4m9!3m8!1s0x12d25eb558037ad7:0x91d4cfc1319d52cb!5m3!1s2020-05-22!4m1!1i2!8m2!3d44.0468941!4d8.2203779"
15,Grand Hotel Diana,4,4,,2017,,10500000.0,48,218750,219000,,,,Sale,Alassio,SV,Savona,Liguria,44.014039,8.181204,high,Google place pin,Diana Grand Hotel,Atto,,"https://www.google.com/maps/place/Diana+Grand+Hotel/@44.0140426,8.1790155,17z/data=!3m1!4b1!4m9!3m8!1s0x12d25c35b58dfda1:0xf933db895a1f9b1b!5m3!1s2020-05-22!4m1!1i2!8m2!3d44.0140388!4d8.1812042"
16,SHG Hotel Bologna,4,4,,2018,,7310866.0,108,67693,68000,,,,Portfolio,Zola Predosa,BO,Bologna,Emilia-Romagna,44.48763,11.228781,high,Google place pin,SHG Hotel Bologna,,,"https://www.google.com/maps/place/SHG+Hotel+Bologna/@44.4876338,11.2265923,17z/data=!3m1!4b1!4m9!3m8!1s0x477fd6f949b604c9:0x91361a09ee973f30!5m3!1s2020-05-22!4m1!1i2!8m2!3d44.48763!4d11.228781"
17,San Domenico Palace Hotel,5,5,Luxury,2016,,52500000.0,108,486111,486000,,,,Sale,Taormina,ME,Messina,Sicilia,37.849926,15.283314,high,Google place pin,San Domenico Palace Hotel,,,"https://www.google.com/maps/place/San+Domenico+Palace+Hotel/@37.8499302,15.2811251,17z/data=!3m1!4b1!4m9!3m8!1s0x131411a49bb6500d:0xb685f89332feea4!5m3!1s2020-05-22!4m1!1i2!8m2!3d37.849926!4d15.2833138"
18,Hotel Des Estrangers,5,5,,2017,,10380000.0,93,111613,112000,,,,Sale,Siracusa,SR,Siracusa,Sicilia,37.058055,15.29283,high,Google place pin,Des Etrangers Hotel & SPA,,,"https://www.google.com/maps/place/Des+Etrangers+Hotel+%26+SPA/@37.0580593,15.2906413,17z/data=!3m1!4b1!4m9!3m8!1s0x1313cc1f2345a987:0x4d7d0c59576a7664!5m3!1s2020-05-22!4m1!1i2!8m2!3d37.058055!4d15.29283"
19,Serena Village,4,4,,2017,Q4,21000000.0,480,43750,44000,2265792.0,4720.4,0.10789485714285714,Sale,Cutro,KR,Crotone,Calabria,38.943838,16.953699,high,Google place pin,Serenè Village,Atto,L'immobile è stato venduto da DEA capital il 5 dicembre 2017  al prezzo di €21mln a Bluserena S.p.A.. Tra quest'ultima e DEA capital intercorreva un rapporto di locazione dal 2013 - canone fisso pari a 2265792 + canone variabile pari al 21% del fatturato (se > del canone fisso),"https://www.google.com/maps/place/Seren%C3%A8+Village/@38.9438424,16.95151,17z/data=!3m1!4b1!4m9!3m8!1s0x13403dac2ab8c4c1:0x738a0603b6d0ef3!5m3!1s2020-05-22!4m1!1i2!8m2!3d38.9438382!4d16.9536987"
20,Relais del Cardinale,5,5,,2019,,6900000.0,60,115000,115000,,,,Sale,Fasano,BR,Brindisi,Puglia,40.804072,17.438103,high,Google place pin,Masseria Relais del Cardinale,,,"https://www.google.com/maps/place/Masseria+Relais+del+Cardinale/@40.8040756,17.4359143,17z/data=!3m1!4b1!4m9!3m8!1s0x13464f3ae964e9e1:0x9a9692270caa8e3d!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.8040716!4d17.438103"
21,La Giurlita Residence Hotel Club,4,4,,2018,,,164,,,,,,Sale,Ugento,LE,Lecce,Puglia,39.861577,18.161095,high,Google place pin,Nicolaus Club La Giurlita,,,"https://www.google.com/maps/place/Nicolaus+Club+La+Giurlita/@39.847996,18.0732646,10.21z/data=!4m9!3m8!1s0x1344073c7c130863:0x9275e8b8d71d4aad!5m3!1s2020-05-22!4m1!1i2!8m2!3d39.8615771!4d18.1610951"
22,Blu Salento Village,4,4,,2018,,23000000.0,307,74919,75000,1600000.0,5000.0,0.069,Sale,Nardò,LE,Lecce,Puglia,40.215184,17.925266,high,Google place pin,Blu Salento Village,,,"https://www.google.com/maps/place/Blu+Salento+Village/@40.2151886,17.9230769,17z/data=!3m1!4b1!4m9!3m8!1s0x134698e941fe74fb:0xc4c2cedc1c971cd8!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.2151845!4d17.9252656"
23,Villaggio Bagamoyo,3,3,,2017,Q2,5550000.0,231,24026,24000,,,,Sale,Cassano all'Ionio,CS,Cosenza,Calabria,39.758597,16.484401,high,Google place pin,Nicolaus Club Bagamoyo Resort,,,"https://www.google.com/maps/place/Nicolaus+Club+Bagamoyo+Resort/@39.7586012,16.4822122,17z/data=!3m1!4b1!4m9!3m8!1s0x133f60890dee694f:0x8cb6cef7078a2b39!5m3!1s2020-05-22!4m1!1i2!8m2!3d39.7585971!4d16.4844009"
24,TH Baia degli Achei Village,4,4,,2018,Q4,4000000.0,134,29851,30000,350000.0,3000.0,0.0875,Sale,Cassano all'Ionio,CS,Cosenza,Calabria,39.745407,16.491468,high,Google place pin,TH Marina di Sibari - Baia degli Achei Village,- compravendita da Bilancio - rent da Nota AdE (non disponibili ROGITO e CONTRATTO di AFFITTO),Acquirente: Fondo Turismo 1 (CDP) da Distressed,"https://www.google.com/maps/place/TH+Marina+di+Sibari+-+Baia+degli+Achei+Village/@39.7454111,16.4892793,17z/data=!3m1!4b1!4m9!3m8!1s0x133f605930126de5:0x2a38827a128ef2e3!5m3!1s2020-05-22!4m1!1i2!8m2!3d39.745407!4d16.491468"
25,Nova Yardinia Resort,4,4 e 5,,2017,,120000000.0,790,151899,152000,,,,Sale,Castellaneta,TA,Taranto,Puglia,40.492431,16.949928,high,Google place pin,Nova Yardinia Resort,,,"https://www.google.com/maps/place/Nova+Yardinia+Resort/@40.4924351,16.9477393,17z/data=!3m1!4b1!4m5!3m4!1s0x1347128503257981:0xc396fb591be61eaf!8m2!3d40.492431!4d16.949928"
26,Hilton Molino Stucky Venice,5,5,Upper Upscale,2016,,280000000.0,380,736842,737000,,,,Sale,Venezia,VE,Venezia,Veneto,45.428219,12.320293,high,Google place pin,Hilton Molino Stucky Venice,,,"https://www.google.com/maps/place/Hilton+Molino+Stucky+Venice/@45.4282226,12.3181044,17z/data=!3m1!4b1!4m9!3m8!1s0x477eb1cb5cc024cf:0xbc0997af6bf5f430!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4282189!4d12.3202931"
27,Palazzo Stern,4,4,,2018,,12700000.0,24,529167,529000,,,,Sale,Venezia,VE,Venezia,Veneto,45.433048,12.326982,high,Google place pin,Hotel Palazzo Stern,,,"https://www.google.com/maps/place/Hotel+Palazzo+Stern/@45.4330517,12.3247933,17z/data=!3m1!4b1!4m9!3m8!1s0x477eb1ce5abc50b7:0xde2940584d91c2d5!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.433048!4d12.326982"
28,Hotel Palazzina Grassi,5,5,Luxury,2016,,,21,,,,,,Sale,Venezia,VE,Venezia,Veneto,45.434011,12.328183,high,Google place pin,Palazzina Grassi,,,"https://www.google.com/maps/place/Palazzina+Grassi/@45.4340144,12.3259943,17z/data=!3m1!4b1!4m9!3m8!1s0x477eb1d77377c4fd:0x10cc99f1bf77a538!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4340107!4d12.328183"
29,Hotel Garden,4,4,,2016,,1700000.0,67,25373,25000,,,,Auction,Pesaro,PU,Pesaro e Urbino,Marche,43.918044,12.911689,high,Google place pin,Garden,,,"https://www.google.com/maps/place/Garden/@43.9180999,12.9117984,18.5z/data=!4m12!1m6!3m5!1s0x0:0x4a264388779ce5c4!2sGarden!8m2!3d43.9180444!4d12.9116888!3m4!1s0x0:0x4a264388779ce5c4!8m2!3d43.9180444!4d12.9116888"
30,Castello di Casole Resort,5,5,Luxury,2018,,19400000.0,39,497436,497000,,,,Entity-level transaction. Part of a portfolio.,Casole d'Elsa,SI,Siena,Toscana,43.324817,11.084072,high,Google place pin,Belmond Castello di Casole,,,"https://www.google.com/maps/place/Belmond+Castello+di+Casole/@43.3248207,11.0818828,17z/data=!3m1!4b1!4m9!3m8!1s0x132a26a66c10ee1d:0xe39abeb2b8dd7440!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.3248168!4d11.0840715"
31,The Gritti Palace,5,5,Luxury,2015,,105000000.0,82,1280488,1280000,,,,Sale,Venezia,VE,Venezia,Veneto,45.431789,12.333321,high,Google place pin,The Gritti Palace,,,"https://www.google.com/maps/place/The+Gritti+Palace/@45.4317929,12.3311322,17z/data=!3m1!4b1!4m9!3m8!1s0x477eb1d10fb59331:0x55a645b73d14a01e!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4317892!4d12.3333209"
32,Bauer Hotel,5,5,Luxury,2019,,250000000.0,191,1308901,1309000,,,,Sale (Rumor),Venezia,VE,Venezia,Veneto,45.432954,12.335748,high,Google place pin,Hotel Bauer Palazzo,,,"https://www.google.com/maps/place/Hotel+Bauer+Palazzo/@45.4329573,12.3335595,17z/data=!3m1!4b1!4m9!3m8!1s0x477eae2a9dd275f9:0xee8c18fa2a97bbee!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4329536!4d12.3357482"
33,Hotel Palazzo Giovannelli,4,4,,2019,,50000000.0,41,1219512,1220000,,,,Sale,Venezia,VE,Venezia,Veneto,45.441303,12.33122,high,Google place pin,Palazzo Giovanelli,,,"https://www.google.com/maps/place/Palazzo+Giovanelli/@45.4413068,12.3290313,17z/data=!3m1!4b1!4m9!3m8!1s0x477eb1c36c57037f:0x7ef6e07cfa348d99!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4413031!4d12.33122"
34,Capri Palace,5,5,Luxury,2019,,105000000.0,68,1544118,1544000,,,,Sale,Anacapri,NA,Napoli,Campania,40.556143,14.222283,high,Google place pin,Capri Palace,,,"https://www.google.com/maps/place/Capri+Palace/@40.5577377,14.2189771,16.79z/data=!4m9!3m8!1s0x133b79ded5eb2ff9:0xbd483a73f3f61d53!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.5561432!4d14.2222826"
35,"The Britannique Naples, Curio Collection by Hilton",5,5,Upper Upscale,2016,,30000000.0,86,348837,349000,,,,Sale,Napoli,NA,Napoli,Campania,40.836906,14.229747,high,Google place pin,The Britannique®| Curio Collection by Hilton,,,"https://www.google.com/maps/place/The+Britannique%C2%AE%7C+Curio+Collection+by+Hilton/@40.8369062,14.2297467,15z/data=!4m9!3m8!1s0x0:0xbcd24bc39a46bbd2!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.8369062!4d14.2297467"
36,Grand Hotel Saraceno,5,5,,2017,,25000000.0,60,416667,417000,,,,Sale,Conca dei Marini,SA,Salerno,Campania,40.61893,14.576476,high,Google place pin,Grand Hotel Il Saraceno,,,"https://www.google.com/maps/place/Grand+Hotel+Il+Saraceno/@40.6190851,14.5714467,15z/data=!4m13!1m7!2m6!1sgrand+hotel+saraceno+amalfi!5m4!5m3!1s2020-05-22!4m1!1i2!3m4!1s0x0:0xbb6fc4c4f791eb94!8m2!3d40.6189305!4d14.5764756"
37,Majestic Florence,4,4,,2015,,28000000.0,135,207407,207000,,,,Sale,Firenze,FI,Firenze,Toscana,43.7751,11.251095,high,Google place pin,Grand Hotel Majestic,,,"https://www.google.com/maps/place/Grand+Hotel+Majestic/@43.7752301,11.2510745,17z/data=!4m8!1m2!2m1!1smajestic+hotel+firenze!3m4!1s0x0:0x4c4c8cc944beda96!8m2!3d43.7750996!4d11.251095"
38,Mgallery Firenze,4,4,Upper Upscale,2015,,14200000.0,85,167059,167000,,,,Sale,Firenze,FI,Firenze,Toscana,43.773504,11.252265,high,Google place pin,Hotel Cerretani Firenze - MGallery,,,"https://www.google.com/maps/place/Hotel+Cerretani+Firenze+-+MGallery/@43.7735078,11.2500761,17z/data=!3m1!4b1!4m9!3m8!1s0x132a54020bd5ccff:0x304a81105f1f7a40!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.7735039!4d11.2522648"
39,Relais delle Picchiaie,4,4,,2016,,,50,,,,,,Sale,Portoferraio,LI,Livorno,Toscana,42.787028,10.331962,high,Google place pin,Resort le Picchiaie,,,"https://www.google.com/maps/place/Resort+le+Picchiaie/@42.7870319,10.3297733,17z/data=!3m1!4b1!4m9!3m8!1s0x12d636a0e246fe8d:0x7f448e21ae98e2e6!5m3!1s2020-05-22!4m1!1i2!8m2!3d42.787028!4d10.331962"
40,Palazzo Magnani Feroni,5,5,,2019,,19525000.0,12,1627083,1627000,,,,Sale,Firenze,FI,Firenze,Toscana,43.769096,11.246005,high,Google place pin,Palazzo Magnani Feroni,,,"https://www.google.com/maps/place/Palazzo+Magnani+Feroni/@43.7690999,11.2438163,17z/data=!3m1!4b1!4m9!3m8!1s0x132a56aca8a81f49:0x7310a9c6beba6b12!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.769096!4d11.246005"
41,St Regis Florence,5,5,Luxury,2016,,70100000.0,100,701000,701000,,,,Sale,Firenze,FI,Firenze,Toscana,43.77252,11.244612,high,Google place pin,The St. Regis Florence,,,"https://www.google.com/maps/place/The+St.+Regis+Florence/@43.7725243,11.242423,17z/data=!3m1!4b1!4m9!3m8!1s0x132a56ac37e704e7:0xf4139897feb27364!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.7725204!4d11.2446117"
42,Westin Excelsior Florence,5,5,Upper Upscale,2016,,119900000.0,171,701170,701000,,,,Sale,Firenze,FI,Firenze,Toscana,43.771929,11.245888,high,Google place pin,"The Westin Excelsior, Firenze",,,"https://www.google.com/maps/place/The+Westin+Excelsior,+Firenze/@43.7719324,11.2436996,17z/data=!3m1!4b1!4m9!3m8!1s0x132a56ac147a60d9:0x1081ffcd9bff8c15!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.7719285!4d11.2458883"
43,Royal Hotel,4,4,,2018,,3950000.0,100,39500,40000,,,,Auction,Spotorno,SV,Savona,Liguria,44.235718,8.432209,high,Google place pin,Royal Hotel,Atto,Prezzo di aggiudicazione confermato telefonicamente dal delegato,"https://www.google.com/maps/place/Royal+Hotel/@44.2357217,8.4300202,17z/data=!3m1!4b1!4m5!3m4!1s0x12d2fcd3b45d37cb:0x3c18ec97a9dcc03a!8m2!3d44.2357179!4d8.4322089"
44,Castello di Carimate,4,4,,2019,,4551000.0,58,78466,78000,,,,Auction,Carimate,CO,Como,Lombardia,45.702804,9.115653,high,Google place pin,Castello di Carimate,,,"https://www.google.com/maps/place/Castello+di+Carimate/@45.7023228,9.1148978,298a,35y,347.63h,7.79t/data=!3m1!1e3!4m8!1m2!2m1!1shotel+castello+di+Carimate,+CO!3m4!1s0x478699fb4908e2e1:0x3d5f0fdd76c5ffc5!8m2!3d45.7028041!4d9.1156533"
45,Hotel 25 Hour Firenze,,,Upscale,2019,,110000000.0,172,639535,640000,,,,Sale,Firenze,FI,Firenze,Toscana,43.772749,11.247827,high,Google place pin,Convento San Paolino,,Da trasfromare in hotel,"https://www.google.com/maps/place/Convento+San+Paolino/@43.7727627,11.2468406,261m/data=!3m1!1e3!4m5!3m4!1s0x132a56abe5406f5d:0x618a295cbed8e174!8m2!3d43.7727489!4d11.2478275"
46,Belmond Villa Sant'Andrea,5,5,Luxury,2019,,,78,,,,,,Portfolio,Taormina,ME,Messina,Sicilia,37.854157,15.302795,high,Google place pin,Belmond Villa Sant'Andrea,,,"https://www.google.com/maps/place/Belmond+Villa+Sant'Andrea/@37.8541612,15.3006063,589m/data=!3m2!1e3!4b1!4m9!3m8!1s0x1314119d39c3b3e3:0x42f21547a32db29d!5m3!1s2020-05-22!4m1!1i2!8m2!3d37.854157!4d15.302795"
47,Grand Majestic,4,4,,2015,,30000000.0,104,288462,288000,,,,Sale,Firenze,FI,Firenze,Toscana,43.7751,11.251095,high,Google place pin,Grand Hotel Majestic,,,"https://www.google.com/maps/place/Grand+Hotel+Majestic/@43.7751036,11.2489064,538m/data=!3m2!1e3!4b1!4m5!3m4!1s0x132a56a9d5ea496b:0x4c4c8cc944beda96!8m2!3d43.7750997!4d11.2510951"
48,Mercure Firenze Centro,4,4,Upper Midscale,2018,,24489000.0,85,288106,288000,,,,Sale,Firenze,FI,Firenze,Toscana,43.776771,11.250834,high,Google place pin,Hotel Mercure Firenze Centro,Atto,Acquirente Accor,"https://www.google.com/maps/place/Hotel+Mercure+Firenze+Centro/@43.7767749,11.2486453,538m/data=!3m2!1e3!4b1!4m9!3m8!1s0x132a56a80cee131f:0xd673fb44f6363a55!5m3!1s2020-05-22!4m1!1i2!8m2!3d43.776771!4d11.250834"
49,Hotel Universo,3,3,,2016,,4700000.0,70,67143,67000,,,,Sale,Lucca,LU,Lucca,Toscana,43.841184,10.503055,high,Google place pin,Hotel Universo,,,"https://www.google.com/maps/place/Hotel+Universo/@43.8411879,10.5008664,538m/data=!3m2!1e3!4b1!4m5!3m4!1s0x12d5838a1537c35b:0x8924ac4b260c8b3d!8m2!3d43.8411841!4d10.5030551"
50,Best Western Premier CHC Airport,4,4,Midscale,2019,,,115,,,,,,Sale,Genova,GE,Genova,Liguria,44.421216,8.855045,high,Google place pin,Best Western Premier CHC Airport,,,"https://www.google.com/maps/place/Best+Western+Premier+CHC+Airport/@44.4206802,8.851627,1095m/data=!3m1!1e3!4m9!3m8!1s0x12d340b997f1300b:0xa729b3f25f850ad!5m3!1s2020-05-22!4m1!1i2!8m2!3d44.4212162!4d8.855045"
51,Royal Hotel Carlton,4,4,,2018,,32890000.0,236,139364,139000,,,,Sale,Bologna,BO,Bologna,Emilia-Romagna,44.502689,11.342208,high,Google place pin,Royal Hotel Carlton,,,"https://www.google.com/maps/place/Royal+Hotel+Carlton/@44.5026932,11.3400192,532m/data=!3m2!1e3!4b1!4m9!3m8!1s0x477fd499a768a6bd:0x74d8bcdcba4c4252!5m3!1s2020-05-22!4m1!1i2!8m2!3d44.5026894!4d11.3422079"
52,SHG Hotel Verona,4,4,,2019,,7500000.0,112,66964,67000,,,0.06,Sale,Verona,VR,Verona,Veneto,45.430053,11.056789,high,Google place pin,SHG Hotel Verona,,,"https://www.google.com/maps/place/SHG+Hotel+Verona/@45.4300569,11.0546001,523m/data=!3m2!1e3!4b1!4m9!3m8!1s0x477f5ea48bc6bb45:0xe08668aff7430950!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4300532!4d11.0567888"
53,Club Valtur Ostuni,3,3,,2017,,19800000.0,407,48649,49000,,,,Portfolio,Ostuni,BR,Brindisi,Puglia,40.766418,17.669373,high,Google place pin,,,,"https://www.google.com/maps/place/40%C2%B045'59.1%22N+17%C2%B040'09.7%22E/@40.766417,17.6677627,565m/data=!3m2!1e3!4b1!4m14!1m7!2m6!1sclub+valtur+ostuni!5m4!5m3!1s2020-05-22!4m1!1i2!3m5!1s0x0:0x0!7e2!8m2!3d40.7664175!4d17.6693726"
54,Ti Blu Village Club Marina di Pisticci,4,4,,2017,,16000000.0,440,36364,36000,,,0.08,Portfolio,Pisticci,MT,Matera,Basilicata,40.320127,16.79011,high,Google place pin,TH Marina di Pisticci - Ti Blu Village,,,"https://www.google.com/maps/place/TH+Marina+di+Pisticci+-+Ti+Blu+Village/@40.3201311,16.7879213,568m/data=!3m2!1e3!4b1!4m9!3m8!1s0x134743991985842f:0xd10fdbe694f51917!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.320127!4d16.79011"
55,Leonardo Hotel Verona,3,3,,2019,Q4,10750000.0,145,74138,74000,,,,Sale,Verona,VR,Verona,Veneto,45.401586,10.968144,medium,map viewport centre,,AdE,Ex Ibis Hotel Verona,"https://www.google.com/maps/@45.4015855,10.9681445,0a,55.3y,68.22h,111.97t/data=!3m4!1e1!3m2!1sQjpnq5lMFPzsOw88nRuoMQ!2e0?source=apiv3"
56,Il Gabbiano,4,4,,2016,,,92,,,,,,Refinance,Pulsano,TA,Taranto,Puglia,40.35717,17.353489,high,Google place pin,Nicolaus Club Il Gabbiano,,,"https://www.google.com/maps/place/Nicolaus+Club+Il+Gabbiano/@40.3571741,17.3513003,568m/data=!3m2!1e3!4b1!4m9!3m8!1s0x1346e15ba15646f9:0x5a171ea79f7ffeb8!5m3!1s2020-05-22!4m1!1i2!8m2!3d40.35717!4d17.353489"
57,Palazzo Victoria,5,5,,2018,,18700000.0,71,263380,263000,,,,Sale,Verona,VR,Verona,Veneto,45.442398,10.993787,high,Google place pin,Palazzo Victoria,,,"https://www.google.com/maps/place/Palazzo+Victoria/@45.4424018,10.9915983,523m/data=!3m2!1e3!4b1!4m9!3m8!1s0x477f5f4ee1d19173:0x918ba9f517ac4794!5m3!1s2020-05-22!4m1!1i2!8m2!3d45.4423981!4d10.993787"
